g31857	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
g29187	GO:0046872	metal ion binding;NA
g68918		NA;NA
g64064		NA;NA
g49978		NA;NA
g40747	GO:0003677; GO:0005515; GO:0035312	DNA binding; protein binding; 5'-3' exodeoxyribonuclease activity;NA
g49258	GO:0003676; GO:0008270	nucleic acid binding; zinc ion binding;NA
g58624	GO:0003700; GO:0006355; GO:0043565	DNA-binding transcription factor activity; regulation of transcription, DNA-templated; sequence-specific DNA binding;NA
adi2mcaRNA6492_R0	GO:0003777; GO:0005524; GO:0007018; GO:0008017	microtubule motor activity; ATP binding; microtubule-based movement; microtubule binding;NA
g61998		NA;NA
g66532	GO:0006270	DNA replication initiation;NA
g6229		NA;NA
g52828	GO:0005544; GO:0016020	calcium-dependent phospholipid binding; membrane;NA
g39448	GO:0005515	protein binding;NA
g54265		NA;NA
g58440		NA;NA
g49538	GO:0008168	methyltransferase activity;NA
g48582		NA;NA
g36440		NA;NA
g71386	GO:0061630	ubiquitin protein ligase activity;NA
g69042		NA;NA
g40455	GO:0004707; GO:0005524; GO:0006468	MAP kinase activity; ATP binding; protein phosphorylation;NA
g45704		NA;NA
g50677		NA;NA
g32230		NA;NA
g34002	GO:0001055; GO:0003677; GO:0005665; GO:0006366; GO:0046983	RNA polymerase II activity; DNA binding; RNA polymerase II, core complex; transcription by RNA polymerase II; protein dimerization activity;NA
adi2mcaRNA26831_R1	GO:0003677; GO:0003917; GO:0005694; GO:0006265;GO:0003677;GO:0003917;GO:0005694;GO:0006265	DNA binding; DNA topoisomerase type I (single strand cut, ATP-independent) activity; chromosome; DNA topological change;chromosome [GO:0005694]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]
g48818	GO:0003735; GO:0005840; GO:0006412	structural constituent of ribosome; ribosome; translation;NA
g66109	GO:0003676	nucleic acid binding;NA
g4862	GO:0005515	protein binding;NA
g42409	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
g35144	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
g4767	GO:0005515; GO:0005737; GO:0006606; GO:0061608	protein binding; cytoplasm; protein import into nucleus; nuclear import signal receptor activity;NA
g45330		NA;NA
adi2mcaRNA3566_R0	GO:0004672; GO:0005524; GO:0006468;GO:0004674;GO:0005524	protein kinase activity; ATP binding; protein phosphorylation;ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
g20165		NA;NA
adi2mcaRNA4299_R0	GO:0003677; GO:0005524; GO:0032508	DNA binding; ATP binding; DNA duplex unwinding;NA
g27154	GO:0005515	protein binding;NA
g30189	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding; zinc ion binding; DNA integration;NA
g30461	GO:0007009	plasma membrane organization;NA
g60308		NA;NA
adi2mcaRNA29396_R0		NA;NA
adi2mcaRNA2699_R0	GO:0005515	protein binding;NA
g58529		NA;NA
g66185		NA;NA
adi2mcaRNA354_R0	GO:0003676	nucleic acid binding;NA
g66110	GO:0005515; GO:0051260	protein binding; protein homooligomerization;NA
g33588		NA;NA
g49151	GO:0000340; GO:0003729	RNA 7-methylguanosine cap binding; mRNA binding;NA
g16600		NA;NA
adi2mcaRNA4135_R0		NA;NA
g37095		NA;NA
g49921		NA;NA
g10290	;GO:0005524;GO:0005737;GO:0005739;GO:0019136	NA;cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]
g16051	GO:0003676; GO:0005515	nucleic acid binding; protein binding;NA
g5055	GO:0003924; GO:0005525	GTPase activity; GTP binding;NA
g10474	GO:0000723; GO:0003678; GO:0006281	telomere maintenance; DNA helicase activity; DNA repair;NA
g47443	GO:0001671; GO:0051087	ATPase activator activity; chaperone binding;NA
g59876		NA;NA
g54361	GO:0008270	zinc ion binding;NA
adi2mcaRNA6487_R0		NA;NA
g6542	GO:0006606	protein import into nucleus;NA
adi2mcaRNA26115_R2	NA	NA
g2955	GO:0000786; GO:0003677; GO:0046982	nucleosome; DNA binding; protein heterodimerization activity;NA
adi2mcaRNA29018_R0	GO:0000796; GO:0007076	condensin complex; mitotic chromosome condensation;NA
g25543	GO:0046982	protein heterodimerization activity;NA
g42822		NA;NA
g48871		NA;NA
g55020	GO:0004672; GO:0005524; GO:0006355; GO:0006468	protein kinase activity; ATP binding; regulation of transcription, DNA-templated; protein phosphorylation;NA
adi2mcaRNA11434_R0		NA;NA
g67119	GO:0005515	protein binding;NA
g71045		NA;NA
g41481		NA;NA
g70218		NA;NA
g5724		NA;NA
g33291	GO:0005515	protein binding;NA
g41674	GO:0003676; GO:0005634; GO:0008270	nucleic acid binding; nucleus; zinc ion binding;NA
g55326		NA;NA
g38092	GO:0003676; GO:0006364; GO:0008408	nucleic acid binding; rRNA processing; 3'-5' exonuclease activity;NA
g55628	GO:0005515	protein binding;NA
adi2mcaRNA35487_R0		NA;NA
g43945	GO:0003676	nucleic acid binding;NA
g23825	GO:0003676	nucleic acid binding;NA
g64207		NA;NA
g67746	GO:0006364; GO:0030688	rRNA processing; preribosome, small subunit precursor;NA
adi2mcaRNA5725_R0		NA;NA
g67870	GO:0005524; GO:0008033; GO:0052381	ATP binding; tRNA processing; tRNA dimethylallyltransferase activity;NA
g14711		NA;NA
g67448		NA;NA
g38017		NA;NA
adi2mcaRNA2679_R0		NA;NA
g53180	GO:0005524; GO:0016887	ATP binding; ATPase activity;NA
g51411		NA;NA
g67459		NA;NA
adi2mcaRNA189_R1	GO:0023052;GO:0023052	signaling;signaling [GO:0023052]
g16778	GO:0009143; GO:0047429	nucleoside triphosphate catabolic process; nucleoside-triphosphate diphosphatase activity;NA
g68745	GO:0005634	nucleus;NA
g35321	GO:0005515	protein binding;NA
g35111	GO:0006281; GO:0030915; GO:0035556	DNA repair; Smc5-Smc6 complex; intracellular signal transduction;NA
g60644	GO:0016021	integral component of membrane;NA
g70590	GO:0031262; GO:0051315	Ndc80 complex; attachment of mitotic spindle microtubules to kinetochore;NA
g41458	GO:0005524; GO:0016887	ATP binding; ATPase activity;NA
adi2mcaRNA29163_R0	GO:0003723; GO:0004540	RNA binding; ribonuclease activity;NA
g2555		NA;NA
g24191	GO:0003678; GO:0005524	DNA helicase activity; ATP binding;NA
g27746	GO:0015018; GO:0016020	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity; membrane;NA
g16355	GO:0016614; GO:0050660; GO:0055114	oxidoreductase activity, acting on CH-OH group of donors; flavin adenine dinucleotide binding; oxidation-reduction process;NA
g14823		NA;NA
g31892		NA;NA
g68549	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
g62768		NA;NA
g39630	GO:0005515; GO:0005524; GO:0016887	protein binding; ATP binding; ATPase activity;NA
g43271	GO:0007094	mitotic spindle assembly checkpoint;NA
g48106	GO:0003723; GO:0004535; GO:0005634; GO:0005737; GO:0006402; GO:0046872	RNA binding; poly(A)-specific ribonuclease activity; nucleus; cytoplasm; mRNA catabolic process; metal ion binding;NA
g53471	GO:0005515	protein binding;NA
g1890		NA;NA
g70589	GO:0003924; GO:0005525	GTPase activity; GTP binding;NA
g22625	GO:0007030	Golgi organization;NA
g36643		NA;NA
g57433		NA;NA
g64063		NA;NA
g23862	GO:0005515	protein binding;NA
g8094		NA;NA
g62261	GO:0008270	zinc ion binding;NA
g57167	GO:0005515	protein binding;NA
g62140	GO:0003677; GO:0008270;GO:0003677;GO:0008270;GO:0048188	DNA binding; zinc ion binding;Set1C/COMPASS complex [GO:0048188]; DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
adi2mcaRNA354_R1	GO:0003676	nucleic acid binding;NA
g58547	GO:0000122; GO:0003714; GO:0006457; GO:0016272; GO:0051082	negative regulation of transcription by RNA polymerase II; transcription corepressor activity; protein folding; prefoldin complex; unfolded protein binding;NA
g22586	GO:0005643; GO:0016973	nuclear pore; poly(A)+ mRNA export from nucleus;NA
g3043	GO:0004725; GO:0005515; GO:0005856; GO:0006470	protein tyrosine phosphatase activity; protein binding; cytoskeleton; protein dephosphorylation;NA
g66594		NA;NA
g6034		NA;NA
g47409	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity;NA
g29413		NA;NA
g35035	GO:0000070; GO:0000776	mitotic sister chromatid segregation; kinetochore;NA
g43737	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
g65534	GO:0008033	tRNA processing;NA
g59538	GO:0005515; GO:0007165	protein binding; signal transduction;NA
g59962		NA;NA
g41114		NA;NA
g9313	GO:0016614; GO:0050660; GO:0055114	oxidoreductase activity, acting on CH-OH group of donors; flavin adenine dinucleotide binding; oxidation-reduction process;NA
g56463		NA;NA
g67172	GO:0016787	hydrolase activity;NA
g41794	GO:0005761	mitochondrial ribosome;NA
g43299	GO:0003924; GO:0005525; GO:0007165; GO:0016020	GTPase activity; GTP binding; signal transduction; membrane;NA
g31994	GO:0005515; GO:0005634;GO:0005634	protein binding; nucleus;nucleus [GO:0005634]
adi2mcaRNA20408_R1		NA;NA
adi2mcaRNA2413_R0	GO:0046872	metal ion binding;NA
g3111		NA;NA
g28537		NA;NA
g23810		NA;NA
g36425	GO:0070461	SAGA-type complex;NA
g55629	GO:0000166; GO:0006352; GO:0030880	nucleotide binding; DNA-templated transcription, initiation; RNA polymerase complex;NA
g67361		NA;NA
g16357	GO:0016614; GO:0050660; GO:0055114	oxidoreductase activity, acting on CH-OH group of donors; flavin adenine dinucleotide binding; oxidation-reduction process;NA
g16336		NA;NA
adi2mcaRNA35121_R0		NA;NA
g69583	GO:0005515	protein binding;NA
g58439	GO:0016491; GO:0055114	oxidoreductase activity; oxidation-reduction process;NA
g37499	GO:0005515	protein binding;NA
g61593	GO:0005515	protein binding;NA
g51693	GO:0008270	zinc ion binding;NA
g27883	GO:0003676; GO:0005515; GO:0005524	nucleic acid binding; protein binding; ATP binding;NA
g16312		NA;NA
